# Method: BordaCount
# Rank ItemID Score
1 60198 174.000000
2 303648 161.000000
3 223407 150.000000
4 1520376 145.000000
5 187826 138.000000
6 473679 134.000000
7 156271 132.000000
8 85211 126.000000
9 790052 112.000000
10 313362 95.000000
11 56608 83.000000
12 102210 79.000000
13 141202 78.000000
14 47401 72.000000
15 15709 48.000000
16 191247 40.000000
17 666828 38.000000
18 529263 38.000000
19 13361 31.000000
20 454552 26.000000
